INF,20111230,17.64,17.76,17.60,16.57,55200
INF,20111229,17.80,17.89,17.60,16.58,28200
INF,20111228,17.66,17.68,17.50,16.56,32800
INF,20111227,17.25,17.78,17.25,16.48,61600
INF,20111223,17.43,17.62,17.40,16.39,67000
INF,20111222,17.15,17.55,17.05,16.51,61900
INF,20111221,17.27,17.35,17.00,16.23,52100
INF,20111220,16.82,17.37,16.82,16.14,39900
INF,20111219,16.75,17.15,16.69,15.92,53700
INF,20111216,17.01,17.01,16.60,15.76,41900
INF,20111215,16.84,17.28,16.80,15.81,43900
INF,20111214,16.90,16.94,16.50,15.81,10200
INF,20111213,17.09,17.33,16.78,15.83,58800
INF,20111212,17.55,17.55,16.76,15.72,55900
INF,20111209,17.40,17.72,17.33,16.40,26100
INF,20111208,17.65,17.68,17.05,16.37,30300
INF,20111207,17.64,17.74,17.31,16.45,45800
INF,20111206,17.94,18.10,17.22,16.61,46600
INF,20111205,17.37,17.74,17.37,16.45,19900
INF,20111202,17.32,17.67,17.32,16.51,14300
INF,20111201,17.00,17.30,16.98,16.00,22900
INF,20111130,16.63,16.90,16.58,15.64,40700
INF,20111129,16.11,16.37,16.11,15.23,51700
INF,20111128,16.82,16.98,16.36,15.37,14900
INF,20111125,16.26,16.42,16.02,15.09,27400
INF,20111123,16.79,16.87,16.21,15.17,19700
INF,20111122,17.34,17.39,16.89,15.93,10500
INF,20111121,17.35,17.54,16.73,16.24,23800
INF,20111118,17.19,17.61,17.03,16.39,18400
INF,20111117,17.53,17.80,17.23,16.33,15500
INF,20111116,17.73,17.73,17.44,16.35,22100
INF,20111115,17.78,18.55,17.73,16.58,45500
INF,20111114,19.00,19.00,17.58,16.47,57600
INF,20111111,17.90,19.74,17.71,17.36,30700
INF,20111110,18.23,18.23,17.62,16.72,26400
INF,20111109,17.59,18.00,17.51,16.54,27300
INF,20111108,17.71,18.25,17.64,16.56,32400
INF,20111107,18.25,18.46,17.66,16.43,33600
INF,20111104,18.26,18.30,18.10,16.87,29900
INF,20111103,17.58,18.46,17.48,16.94,80700
INF,20111102,17.35,17.83,17.27,16.52,25900
INF,20111101,17.29,17.50,16.60,16.12,39100
INF,20111031,17.50,17.67,17.30,16.26,30500
INF,20111028,17.75,17.99,17.75,16.57,35200
INF,20111027,17.10,17.93,17.00,16.48,44400
INF,20111026,17.11,17.11,16.70,15.68,53700
INF,20111025,17.10,17.10,16.64,15.79,75200
INF,20111024,16.95,17.22,16.95,15.88,46200
INF,20111021,16.68,17.16,16.68,15.84,22000
INF,20111020,16.50,16.72,16.26,15.44,26100
INF,20111019,16.54,16.79,16.44,15.36,44200
INF,20111018,16.34,16.74,16.28,15.36,77300
INF,20111017,16.52,16.54,16.23,15.11,43000
INF,20111014,16.11,16.48,16.01,15.16,72100
INF,20111013,15.91,16.08,15.73,14.82,84600
INF,20111012,15.81,15.97,15.81,14.71,60800
INF,20111011,15.54,15.84,15.54,14.53,55300
INF,20111010,15.35,15.68,15.35,14.40,56800
INF,20111007,15.01,15.32,15.01,14.09,53600
INF,20111006,14.60,15.20,14.60,13.94,61000
INF,20111005,14.16,14.76,14.15,13.60,75100
INF,20111004,14.12,14.15,13.59,13.00,279600
INF,20111003,15.55,15.55,14.28,13.21,203400
INF,20110930,16.05,16.15,15.43,14.24,89400
INF,20110929,16.61,16.61,15.95,14.85,71800
INF,20110928,17.65,17.75,16.50,15.26,47600
INF,20110927,18.98,18.98,17.43,16.28,194300
INF,20110926,20.00,20.00,18.56,17.37,351500
INF,20110923,20.00,20.01,20.00,18.44,89000
INF,20110922,20.00,20.04,19.92,18.39,147200
INF,20110921,20.00,20.00,20.00,18.44,52200
INF,20110920,20.00,20.00,20.00,18.44,15000
INF,20110919,20.00,20.01,20.00,18.44,11400
INF,20110916,20.00,20.00,20.00,18.44,34100
INF,20110915,20.00,20.01,20.00,18.44,11900
INF,20110914,20.00,20.01,20.00,18.44,25400
INF,20110913,20.02,20.02,20.00,18.44,6000
INF,20110912,20.00,20.02,20.00,18.44,34100
INF,20110909,20.03,20.03,19.93,18.44,32200
INF,20110908,20.00,20.01,20.00,18.44,16900
INF,20110907,20.04,20.04,20.00,18.44,24800
INF,20110906,20.00,20.01,20.00,18.44,7400
INF,20110902,20.00,20.01,20.00,18.45,5100
INF,20110901,20.01,20.01,20.00,18.44,70800
INF,20110831,20.00,20.02,20.00,18.45,31100
INF,20110830,20.01,20.02,20.00,18.44,55300
INF,20110829,20.00,20.02,20.00,18.44,29700
